Date,Open,High,Low,Close,Adj Close,Volume
12-12-2020,1331073.625,1395095.5,1330684.375,1386549.75,1386549.75,1.604E+12
13-12-2020,1386779,1429161.5,1381437.875,1411568.625,1411568.625,1.87673E+12
14-12-2020,1411724.25,1421642.25,1401962,1417556.75,1417556.75,1.65526E+12
15-12-2020,1417577.125,1434595.25,1405073,1427655.25,1427655.25,1.96622E+12
16-12-2020,1427783.25,1579503.5,1423360.875,1568584.75,1568584.75,3.26876E+12
17-12-2020,1568419.375,1737833.625,1563722.75,1676864.375,1676864.375,5.24847E+12
18-12-2020,1676984.625,1708066.25,1646619.375,1703118.125,1703118.125,2.97284E+12
19-12-2020,1702743.125,1772890,1680190.375,1756989.125,1756989.125,2.83296E+12
20-12-2020,1756395.375,1782002.875,1703835.875,1727846,1727846,2.7852E+12
21-12-2020,1727637,1773343.25,1640704.25,1685955.875,1685955.875,3.39014E+12
22-12-2020,1685287.375,1763343.25,1657446.625,1762833.75,1762833.75,3.27407E+12
23-12-2020,1762755.625,1772905.25,1683869.25,1716141.375,1716141.375,3.77663E+12
24-12-2020,1716057,1748355.125,1678788.625,1745972.625,1745972.625,3.02182E+12
25-12-2020,1745797.625,1817651.625,1726106.125,1814318.625,1814318.625,3.09451E+12
26-12-2020,1815217.875,1965356,1803865.75,1944683.375,1944683.375,3.5553E+12
27-12-2020,1944855.25,2089131,1914396.625,1936930.75,1936930.75,4.90125E+12
28-12-2020,1937559.5,2013748.875,1932164.125,1991956.25,1991956.25,3.60789E+12
29-12-2020,1991735.75,2010052.25,1907740.5,2009443.875,2009443.875,3.32424E+12
30-12-2020,2009271.625,2117999.5,2009271.625,2110859.25,2110859.25,3.75371E+12
31-12-2020,2110904.75,2140422.25,2058085.375,2118790.25,2118790.25,3.4158E+12
01-01-2021,2118227,2163227.25,2104315,2147022.75,2147022.75,2.97707E+12
02-01-2021,2147191.25,2423382.25,2126340,2348254.25,2348254.25,4.96044E+12
03-01-2021,2348410.75,2529617.25,2342776,2395940.25,2395940.25,5.74941E+12
04-01-2021,2398054.25,2437574.75,2097177.5,2336819,2336819,5.93222E+12
05-01-2021,2337193.75,2518591.25,2209558.75,2487166.5,2487166.5,4.94232E+12
06-01-2021,2488716.75,2697471.5,2454056.75,2693424.25,2693424.25,5.50685E+12
07-01-2021,2694120,2951202,2671167,2891625.75,2891625.75,6.2254E+12
08-01-2021,2892413.25,3074446,2704389,2993704.25,2993704.25,6.46528E+12
09-01-2021,2993046,3038962,2860393.25,2953814.25,2953814.25,4.5483E+12
10-01-2021,2953790,3039347.25,2640494.25,2813688.5,2813688.5,5.8671E+12
11-01-2021,2812961.5,2812961.5,2245556,2614815.75,2614815.75,9.06637E+12
12-01-2021,2611118.25,2680655.75,2397142.75,2481337.5,2481337.5,5.46939E+12
13-01-2021,2480764,2751168.5,2383596.25,2730439.75,2730439.75,5.07539E+12
14-01-2021,2731080,2920723.25,2697886.5,2864221.75,2864221.75,4.64973E+12
15-01-2021,2861983.75,2891636.5,2536069.75,2694199,2694199,4.95748E+12
16-01-2021,2693927,2770214,2605899.75,2645725.5,2645725.5,4.22008E+12
17-01-2021,2644665.75,2686699,2492596.75,2617995.75,2617995.75,3.82992E+12
18-01-2021,2618066,2734263.25,2555848.5,2680935.25,2680935.25,3.62373E+12
19-01-2021,2681825,2762476,2640030.25,2640030.25,2640030.25,4.18983E+12
,,,,,,
,,,,,,
